x,y,site_count,lon,lat
-439.9441340782123,-289.30817610062894,4,8.473825139664804,48.967830188679244
-439.9441340782123,-284.27672955974845,5,8.473825139664804,48.9678679245283
-439.9441340782123,-279.2452830188679,3,8.473825139664804,48.967905660377355
-439.9441340782123,-274.21383647798746,3,8.473825139664804,48.96794339622642
-439.9441340782123,-269.1823899371069,5,8.473825139664804,48.96798113207547
-439.9441340782123,-264.1509433962264,5,8.473825139664804,48.96801886792453
-439.9441340782123,-259.1194968553459,4,8.473825139664804,48.96805660377358
-439.9441340782123,-254.08805031446542,6,8.473825139664804,48.96809433962264
-439.9441340782123,-249.05660377358492,5,8.473825139664804,48.968132075471694
-439.9441340782123,-244.0251572327044,6,8.473825139664804,48.968169811320756
-439.9441340782123,-238.9937106918239,3,8.473825139664804,48.96820754716981
-439.9441340782123,-233.9622641509434,7,8.473825139664804,48.96824528301887
-439.9441340782123,-228.9308176100629,4,8.473825139664804,48.96828301886792
-439.9441340782123,-223.8993710691824,6,8.473825139664804,48.96832075471698
-439.9441340782123,-218.8679245283019,6,8.473825139664804,48.96835849056604
-439.9441340782123,-213.8364779874214,5,8.473825139664804,48.968396226415095
-439.9441340782123,-208.80503144654088,4,8.473825139664804,48.96843396226415
-439.9441340782123,-203.77358490566039,4,8.473825139664804,48.968471698113206
-439.9441340782123,-198.7421383647799,5,8.473825139664804,48.96850943396226
-439.9441340782123,-193.71069182389937,5,8.473825139664804,48.968547169811316
-439.9441340782123,-188.67924528301887,4,8.473825139664804,48.96858490566038
-439.9441340782123,-183.64779874213838,5,8.473825139664804,48.968622641509434
-439.9441340782123,-178.61635220125788,5,8.473825139664804,48.96866037735849
-439.9441340782123,-173.58490566037736,6,8.473825139664804,48.968698113207545
-439.9441340782123,-168.55345911949686,5,8.473825139664804,48.9687358490566
-439.9441340782123,-163.52201257861637,5,8.473825139664804,48.96877358490566
-439.9441340782123,-158.49056603773585,4,8.473825139664804,48.96881132075472
-439.9441340782123,-153.45911949685535,4,8.473825139664804,48.96884905660377
-439.9441340782123,-148.42767295597486,5,8.473825139664804,48.96888679245283
-439.9441340782123,-143.39622641509436,5,8.473825139664804,48.96892452830188
-439.9441340782123,-138.36477987421387,6,8.473825139664804,48.96896226415094
-439.9441340782123,-133.33333333333337,5,8.473825139664804,48.969
-439.9441340782123,-128.30188679245282,6,8.473825139664804,48.96903773584906
-439.9441340782123,-123.27044025157232,6,8.473825139664804,48.96907547169811
-439.9441340782123,-118.23899371069183,4,8.473825139664804,48.96911320754717
-439.9441340782123,-113.20754716981133,5,8.473825139664804,48.96915094339622
-439.9441340782123,-108.17610062893084,7,8.473825139664804,48.969188679245285
-439.9441340782123,-103.14465408805034,5,8.473825139664804,48.96922641509434
-439.9441340782123,-98.11320754716985,6,8.473825139664804,48.969264150943395
-439.9441340782123,-93.0817610062893,6,8.473825139664804,48.96930188679245
-439.9441340782123,-88.0503144654088,6,8.473825139664804,48.969339622641506
-439.9441340782123,-83.01886792452831,6,8.473825139664804,48.96937735849056
-439.9441340782123,-77.98742138364781,4,8.473825139664804,48.969415094339624
-439.9441340782123,-72.95597484276732,6,8.473825139664804,48.96945283018868
-439.9441340782123,-67.92452830188682,8,8.473825139664804,48.969490566037734
-439.9441340782123,-62.89308176100633,7,8.473825139664804,48.96952830188679
-439.9441340782123,-57.86163522012578,5,8.473825139664804,48.969566037735845
-439.9441340782123,-52.83018867924528,7,8.473825139664804,48.96960377358491
-439.9441340782123,-47.79874213836479,5,8.473825139664804,48.96964150943396
-439.9441340782123,-42.76729559748429,7,8.473825139664804,48.96967924528302
-439.9441340782123,-37.7358490566038,4,8.473825139664804,48.96971698113207
-439.9441340782123,-32.7044025157233,6,8.473825139664804,48.96975471698113
-439.9441340782123,-27.672955974842807,7,8.473825139664804,48.969792452830184
-439.9441340782123,-22.641509433962256,6,8.473825139664804,48.969830188679246
-439.9441340782123,-17.61006289308176,6,8.473825139664804,48.9698679245283
-439.9441340782123,-12.578616352201266,5,8.473825139664804,48.96990566037736
-439.9441340782123,-7.547169811320771,6,8.473825139664804,48.96994339622641
-439.9441340782123,-2.515723270440276,5,8.473825139664804,48.96998113207547
-439.9441340782123,2.515723270440219,5,8.473825139664804,48.97001886792453
-439.9441340782123,7.547169811320714,6,8.473825139664804,48.970056603773585
-439.9441340782123,12.578616352201266,7,8.473825139664804,48.97009433962264
-439.9441340782123,17.61006289308176,5,8.473825139664804,48.970132075471696
-439.9441340782123,22.641509433962256,5,8.473825139664804,48.97016981132075
-439.9441340782123,27.67295597484275,8,8.473825139664804,48.970207547169814
-439.9441340782123,32.704402515723245,6,8.473825139664804,48.97024528301887
-439.9441340782123,37.73584905660374,7,8.473825139664804,48.970283018867924
-439.9441340782123,42.767295597484235,5,8.473825139664804,48.97032075471698
-439.9441340782123,47.79874213836479,6,8.473825139664804,48.970358490566035
-439.9441340782123,52.83018867924528,6,8.473825139664804,48.97039622641509
-439.9441340782123,57.86163522012578,6,8.473825139664804,48.97043396226415
-439.9441340782123,62.89308176100627,6,8.473825139664804,48.97047169811321
-439.9441340782123,67.92452830188677,5,8.473825139664804,48.97050943396226
-439.9441340782123,72.95597484276726,7,8.473825139664804,48.97054716981132
-439.9441340782123,77.98742138364776,7,8.473825139664804,48.970584905660374
-439.9441340782123,83.01886792452831,4,8.473825139664804,48.970622641509436
-439.9441340782123,88.0503144654088,5,8.473825139664804,48.97066037735849
-439.9441340782123,93.0817610062893,4,8.473825139664804,48.97069811320755
-439.9441340782123,98.1132075471698,5,8.473825139664804,48.9707358490566
-439.9441340782123,103.14465408805029,4,8.473825139664804,48.97077358490566
-439.9441340782123,108.17610062893078,4,8.473825139664804,48.97081132075471
-439.9441340782123,113.20754716981128,5,8.473825139664804,48.970849056603775
-439.9441340782123,118.23899371069183,5,8.473825139664804,48.97088679245283
